count,age,sex,race,intent,year
1,47,F,Native American/Native Alaskan,Suicide,2013
1,44,M,Black,Accidental,2013
1,0,M,Hispanic,Homicide,2012
25,46,M,Hispanic,Homicide,2013
47,43,M,White,Homicide,2014
3,62,M,Asian/Pacific Islander,Suicide,2012
2,39,F,Hispanic,Homicide,2013
16,34,F,White,Homicide,2014
1,2,M,Hispanic,Homicide,2012
4,87,F,White,Homicide,2012
2,88,M,Black,Suicide,2013
6,18,M,Asian/Pacific Islander,Suicide,2013
1,25,F,Asian/Pacific Islander,Suicide,2013
2,13,M,Black,Suicide,2014
2,46,F,Native American/Native Alaskan,Suicide,2013
2,39,M,Native American/Native Alaskan,Suicide,2013
1,45,M,Black,Accidental,2013
1,53,M,Asian/Pacific Islander,Undetermined,2014
2,63,M,Asian/Pacific Islander,Suicide,2012
3,38,F,Hispanic,Homicide,2013
8,35,F,White,Homicide,2014
1,54,F,Asian/Pacific Islander,Suicide,2012
15,47,M,Hispanic,Homicide,2013
42,42,M,White,Homicide,2014
1,78,M,Asian/Pacific Islander,Suicide,2014
4,65,M,Asian/Pacific Islander,Suicide,2012
6,19,M,Asian/Pacific Islander,Suicide,2013
5,16,M,Black,Suicide,2014
3,3,M,Hispanic,Homicide,2012
1,89,M,Black,Suicide,2013
4,40,M,Native American/Native Alaskan,Suicide,2013
2,41,F,Hispanic,Homicide,2013
1,NA,M,Hispanic,Homicide,2013
46,45,M,White,Homicide,2014
1,64,M,Asian/Pacific Islander,Suicide,2012
11,36,F,White,Homicide,2014
13,48,M,Hispanic,Homicide,2013
11,49,M,Hispanic,Homicide,2013
2,41,M,Native American/Native Alaskan,Suicide,2013
2,66,M,Asian/Pacific Islander,Suicide,2012
6,20,M,Asian/Pacific Islander,Suicide,2013
3,27,F,Asian/Pacific Islander,Suicide,2013
4,15,M,Black,Suicide,2014
2,4,M,Hispanic,Homicide,2012
3,11,F,Hispanic,Homicide,2012
3,89,F,White,Homicide,2012
1,90,M,Black,Suicide,2013
1,10,F,Black,Undetermined,2012
14,37,F,White,Homicide,2014
29,44,M,White,Homicide,2014
4,40,F,Hispanic,Homicide,2013
5,42,M,Native American/Native Alaskan,Suicide,2013
2,35,F,Native American/Native Alaskan,Suicide,2013
1,16,M,Black,Undetermined,2012
1,11,M,Black,Accidental,2012
3,6,F,Hispanic,Homicide,2012
5,13,M,Hispanic,Homicide,2012
2,83,M,White,Homicide,2012
1,22,F,Asian/Pacific Islander,Suicide,2013
11,29,M,Asian/Pacific Islander,Suicide,2013
4,72,M,Asian/Pacific Islander,Suicide,2014
51,34,M,Hispanic,Homicide,2013
1,59,F,Asian/Pacific Islander,Suicide,2012
29,39,M,White,Homicide,2014
5,50,M,Asian/Pacific Islander,Suicide,2012
2,43,F,Hispanic,Homicide,2013
21,46,F,White,Homicide,2014
4,43,M,Native American/Native Alaskan,Suicide,2013
1,12,M,Black,Accidental,2012
14,14,M,Hispanic,Homicide,2012
2,5,F,Hispanic,Homicide,2012
1,84,M,White,Homicide,2012
5,30,M,Asian/Pacific Islander,Suicide,2013
1,92,M,Black,Suicide,2013
2,71,M,Asian/Pacific Islander,Suicide,2014
1,80,F,Asian/Pacific Islander,Suicide,2014
2,51,M,Asian/Pacific Islander,Suicide,2012
3,42,F,Hispanic,Homicide,2013
12,47,F,White,Homicide,2014
37,35,M,Hispanic,Homicide,2013
35,38,M,White,Homicide,2014
1,48,F,Black,Accidental,2013
2,44,M,Native American/Native Alaskan,Suicide,2013
2,74,M,Asian/Pacific Islander,Suicide,2014
4,31,M,Asian/Pacific Islander,Suicide,2013
1,24,F,Asian/Pacific Islander,Suicide,2013
25,15,M,Hispanic,Homicide,2012
1,8,F,Hispanic,Homicide,2012
3,85,M,White,Homicide,2012
2,93,M,Black,Suicide,2013
5,52,M,Asian/Pacific Islander,Suicide,2012
16,48,F,White,Homicide,2014
32,36,M,Hispanic,Homicide,2013
5,45,F,Hispanic,Homicide,2013
1,61,F,Asian/Pacific Islander,Suicide,2012
1,38,M,Black,Accidental,2013
1,35,M,Black,Undetermined,2013
1,42,F,Black,Undetermined,2013
50,41,M,White,Homicide,2014
2,10,M,Black,Accidental,2012
1,45,M,Native American/Native Alaskan,Suicide,2013
6,32,M,Asian/Pacific Islander,Suicide,2013
2,23,F,Asian/Pacific Islander,Suicide,2013
1,12,F,Black,Suicide,2014
35,16,M,Hispanic,Homicide,2012
15,49,F,White,Homicide,2014
52,40,M,White,Homicide,2014
2,44,F,Hispanic,Homicide,2013
34,37,M,Hispanic,Homicide,2013
1,13,M,Native American/Native Alaskan,Accidental,2014
12,33,M,Asian/Pacific Islander,Suicide,2013
2,0,F,Black,Accidental,2012
1,39,M,Black,Accidental,2013
2,15,M,Black,Accidental,2012
8,46,M,Native American/Native Alaskan,Suicide,2013
10,25,M,Asian/Pacific Islander,Suicide,2013
1,96,F,White,Homicide,2012
1,13,F,Black,Suicide,2014
1,68,M,Asian/Pacific Islander,Suicide,2014
27,38,M,Hispanic,Homicide,2013
50,35,M,White,Homicide,2014
3,54,M,Asian/Pacific Islander,Suicide,2012
2,47,F,Hispanic,Homicide,2013
19,42,F,White,Homicide,2014
2,16,M,Black,Accidental,2012
1,38,F,Native American/Native Alaskan,Suicide,2013
5,47,M,Native American/Native Alaskan,Suicide,2013
2,1,F,Hispanic,Homicide,2012
3,26,M,Asian/Pacific Islander,Suicide,2013
1,17,F,Asian/Pacific Islander,Suicide,2013
2,67,M,Asian/Pacific Islander,Suicide,2014
4,55,M,Asian/Pacific Islander,Suicide,2012
1,46,F,Hispanic,Homicide,2013
15,43,F,White,Homicide,2014
25,39,M,Hispanic,Homicide,2013
62,34,M,White,Homicide,2014
1,37,M,Black,Accidental,2013
1,89,M,White,Homicide,2012
3,48,M,Native American/Native Alaskan,Suicide,2013
1,49,F,Hispanic,Homicide,2013
1,66,F,Asian/Pacific Islander,Suicide,2012
1,NA,M,Native American/Native Alaskan,Suicide,2013
8,27,M,Asian/Pacific Islander,Suicide,2013
1,15,F,Black,Suicide,2014
2,4,F,Hispanic,Homicide,2012
43,37,M,White,Homicide,2014
6,56,M,Asian/Pacific Islander,Suicide,2012
22,44,F,White,Homicide,2014
17,40,M,Hispanic,Homicide,2013
2,34,M,Black,Accidental,2013
2,90,M,White,Homicide,2012
1,5,F,Black,Accidental,2012
4,28,M,Asian/Pacific Islander,Suicide,2013
1,16,F,Black,Suicide,2014
1,12,M,Hispanic,Homicide,2012
14,45,F,White,Homicide,2014
43,36,M,White,Homicide,2014
1,48,F,Hispanic,Homicide,2013
3,49,M,Native American/Native Alaskan,Suicide,2013
24,41,M,Hispanic,Homicide,2013
2,57,M,Asian/Pacific Islander,Suicide,2012
1,35,M,Black,Accidental,2013
1,62,M,Native American/Native Alaskan,Suicide,2012
1,55,F,Native American/Native Alaskan,Suicide,2012
1,28,M,Black,Undetermined,2013
1,31,M,Black,Accidental,2013
70,25,M,Hispanic,Homicide,2013
5,18,F,Hispanic,Homicide,2013
1,68,M,Hispanic,Homicide,2014
3,79,M,Black,Suicide,2012
7,71,M,White,Homicide,2013
9,80,F,White,Homicide,2013
44,30,M,White,Homicide,2014
8,21,F,White,Homicide,2014
10,54,M,Hispanic,Homicide,2012
5,59,M,Black,Suicide,2014
5,38,M,Asian/Pacific Islander,Suicide,2013
5,50,F,Black,Suicide,2014
2,17,M,Native American/Native Alaskan,Suicide,2013
2,27,M,Black,Undetermined,2013
2,32,M,Black,Accidental,2013
50,26,M,Hispanic,Homicide,2013
8,17,F,Hispanic,Homicide,2013
1,67,M,Hispanic,Homicide,2014
3,80,M,Black,Suicide,2012
9,72,M,White,Homicide,2013
1,79,F,White,Homicide,2013
12,22,F,White,Homicide,2014
52,29,M,White,Homicide,2014
1,62,F,Hispanic,Homicide,2012
4,39,M,Asian/Pacific Islander,Suicide,2013
1,51,F,Black,Suicide,2014
7,55,M,Hispanic,Homicide,2012
16,58,M,Black,Suicide,2014
6,18,M,Native American/Native Alaskan,Suicide,2013
1,53,M,Black,Accidental,2012
2,64,M,Native American/Native Alaskan,Suicide,2012
1,29,M,Black,Accidental,2013
7,73,M,White,Homicide,2013
1,74,F,Black,Suicide,2012
1,72,M,Black,Accidental,2014
1,26,M,Black,Undetermined,2013
46,32,M,White,Homicide,2014
9,23,F,White,Homicide,2014
6,20,F,Hispanic,Homicide,2013
67,27,M,Hispanic,Homicide,2013
8,40,M,Asian/Pacific Islander,Suicide,2013
1,52,F,Black,Suicide,2014
4,56,M,Hispanic,Homicide,2012
6,81,M,Black,Suicide,2012
1,82,F,White,Homicide,2013
47,33,M,White,Homicide,2014
11,61,M,Black,Suicide,2014
4,19,M,Native American/Native Alaskan,Suicide,2013
1,50,M,Black,Accidental,2012
1,65,M,Native American/Native Alaskan,Suicide,2012
2,78,M,Native American/Native Alaskan,Suicide,2014
6,74,M,White,Homicide,2013
1,30,M,Black,Accidental,2013
1,68,M,Black,Undetermined,2014
52,31,M,White,Homicide,2014
15,24,F,White,Homicide,2014
4,19,F,Hispanic,Homicide,2013
40,28,M,Hispanic,Homicide,2013
1,65,F,Hispanic,Homicide,2012
1,69,M,Hispanic,Homicide,2014
1,48,F,Asian/Pacific Islander,Suicide,2013
9,60,M,Black,Suicide,2014
2,82,M,Black,Suicide,2012
3,81,F,White,Homicide,2013
2,53,F,Black,Suicide,2014
9,20,M,Native American/Native Alaskan,Suicide,2013
1,66,M,Native American/Native Alaskan,Suicide,2012
5,57,M,Hispanic,Homicide,2012
1,51,M,Black,Accidental,2012
3,41,M,Asian/Pacific Islander,Suicide,2013
1,32,M,Black,Undetermined,2013
2,27,M,Black,Accidental,2013
2,58,M,Native American/Native Alaskan,Suicide,2012
13,22,F,Hispanic,Homicide,2013
39,29,M,Hispanic,Homicide,2013
1,72,M,Hispanic,Homicide,2014
1,13,M,Asian/Pacific Islander,Suicide,2012
5,75,M,Black,Suicide,2012
3,68,F,Black,Suicide,2012
13,67,M,White,Homicide,2013
7,76,F,White,Homicide,2013
72,26,M,White,Homicide,2014
8,17,F,White,Homicide,2014
7,50,M,Hispanic,Homicide,2012
1,43,F,Asian/Pacific Islander,Suicide,2013
6,63,M,Black,Suicide,2014
5,59,F,Hispanic,Homicide,2012
6,34,M,Asian/Pacific Islander,Suicide,2013
1,54,F,Black,Suicide,2014
1,56,M,Black,Accidental,2012
3,21,M,Native American/Native Alaskan,Suicide,2013
1,80,M,Native American/Native Alaskan,Suicide,2014
1,53,M,Black,Undetermined,2012
1,33,M,Black,Undetermined,2013
1,19,F,Black,Accidental,2013
1,28,M,Black,Accidental,2013
1,50,F,Native American/Native Alaskan,Suicide,2012
1,59,M,Native American/Native Alaskan,Suicide,2012
48,30,M,Hispanic,Homicide,2013
12,21,F,Hispanic,Homicide,2013
5,76,M,Black,Suicide,2012
1,14,M,Asian/Pacific Islander,Suicide,2012
14,68,M,White,Homicide,2013
5,75,F,White,Homicide,2013
53,25,M,White,Homicide,2014
5,18,F,White,Homicide,2014
2,58,F,Hispanic,Homicide,2012
6,35,M,Asian/Pacific Islander,Suicide,2013
1,57,M,Black,Accidental,2012
5,55,F,Black,Suicide,2014
11,51,M,Hispanic,Homicide,2012
9,62,M,Black,Suicide,2014
1,64,F,Black,Accidental,2012
6,22,M,Native American/Native Alaskan,Suicide,2013
1,79,M,Native American/Native Alaskan,Suicide,2014
1,68,M,Black,Accidental,2014
1,21,F,Black,Undetermined,2013
1,74,M,Hispanic,Homicide,2014
1,82,M,Native American/Native Alaskan,Suicide,2014
3,60,M,Native American/Native Alaskan,Suicide,2012
5,77,M,Black,Suicide,2012
10,69,M,White,Homicide,2013
5,78,F,White,Homicide,2013
8,66,M,Black,Suicide,2014
1,15,M,Asian/Pacific Islander,Suicide,2012
59,28,M,White,Homicide,2014
13,19,F,White,Homicide,2014
40,31,M,Hispanic,Homicide,2013
9,24,F,Hispanic,Homicide,2013
1,45,F,Asian/Pacific Islander,Suicide,2013
6,36,M,Asian/Pacific Islander,Suicide,2013
2,56,F,Black,Suicide,2014
7,52,M,Hispanic,Homicide,2012
2,54,M,Black,Accidental,2012
7,23,M,Native American/Native Alaskan,Suicide,2013
1,32,F,Native American/Native Alaskan,Suicide,2013
2,26,M,Black,Accidental,2013
2,61,M,Native American/Native Alaskan,Suicide,2012
2,29,M,Black,Undetermined,2013
1,69,F,Black,Suicide,2012
6,78,M,Black,Suicide,2012
8,70,M,White,Homicide,2013
4,77,F,White,Homicide,2013
4,65,M,Black,Suicide,2014
2,50,M,Native American/Native Alaskan,Accidental,2014
2,16,M,Asian/Pacific Islander,Suicide,2012
14,20,F,White,Homicide,2014
44,27,M,White,Homicide,2014
57,32,M,Hispanic,Homicide,2013
10,23,F,Hispanic,Homicide,2013
1,67,M,Native American/Native Alaskan,Undetermined,2012
10,53,M,Hispanic,Homicide,2012
41,33,M,Hispanic,Homicide,2013
6,37,M,Asian/Pacific Islander,Suicide,2013
1,44,F,Asian/Pacific Islander,Suicide,2013
6,64,M,Black,Suicide,2014
2,60,F,Hispanic,Homicide,2012
1,31,F,Native American/Native Alaskan,Suicide,2013
1,24,M,Native American/Native Alaskan,Suicide,2013
43,17,M,Hispanic,Homicide,2013
7,26,F,Hispanic,Homicide,2013
4,71,M,Black,Suicide,2012
8,72,F,White,Homicide,2013
3,79,M,White,Homicide,2013
52,22,M,White,Homicide,2014
19,29,F,White,Homicide,2014
4,54,M,Native American/Native Alaskan,Suicide,2012
1,66,M,Black,Undetermined,2012
2,20,M,Black,Undetermined,2013
3,23,M,Black,Accidental,2013
1,33,F,Black,Accidental,2013
3,25,M,Native American/Native Alaskan,Suicide,2013
1,82,M,Black,Accidental,2014
1,60,M,Black,Accidental,2012
4,62,M,Hispanic,Homicide,2012
2,39,F,Asian/Pacific Islander,Suicide,2013
14,51,M,Black,Suicide,2014
3,55,F,Hispanic,Homicide,2012
1,46,M,Asian/Pacific Islander,Suicide,2013
4,58,F,Black,Suicide,2014
73,18,M,Hispanic,Homicide,2013
7,25,F,Hispanic,Homicide,2013
3,72,M,Black,Suicide,2012
1,79,F,Black,Suicide,2012
3,71,F,White,Homicide,2013
5,80,M,White,Homicide,2013
53,21,M,White,Homicide,2014
24,30,F,White,Homicide,2014
1,78,M,Black,Undetermined,2014
4,55,M,Native American/Native Alaskan,Suicide,2012
1,19,M,Black,Undetermined,2013
1,28,F,Black,Undetermined,2013
6,24,M,Black,Accidental,2013
3,26,M,Native American/Native Alaskan,Suicide,2013
1,17,F,Native American/Native Alaskan,Suicide,2013
1,67,M,Native American/Native Alaskan,Suicide,2014
2,54,F,Hispanic,Homicide,2012
5,47,M,Asian/Pacific Islander,Suicide,2013
2,59,F,Black,Suicide,2014
3,63,M,Hispanic,Homicide,2012
1,38,F,Asian/Pacific Islander,Suicide,2013
14,50,M,Black,Suicide,2014
50,24,M,White,Homicide,2014
14,31,F,White,Homicide,2014
11,28,F,Hispanic,Homicide,2013
77,19,M,Hispanic,Homicide,2013
1,58,M,Native American/Native Alaskan,Undetermined,2014
1,63,M,Native American/Native Alaskan,Accidental,2014
1,65,M,Hispanic,Homicide,2012
1,78,M,Hispanic,Homicide,2014
2,56,M,Native American/Native Alaskan,Suicide,2012
6,73,M,Black,Suicide,2012
3,21,M,Black,Accidental,2013
5,74,F,White,Homicide,2013
3,18,M,Black,Undetermined,2013
1,25,F,Black,Undetermined,2013
1,13,M,Asian/Pacific Islander,Undetermined,2014
5,27,M,Native American/Native Alaskan,Suicide,2013
1,57,F,Hispanic,Homicide,2012
1,58,M,Black,Accidental,2012
1,66,F,Native American/Native Alaskan,Suicide,2012
2,70,M,Native American/Native Alaskan,Suicide,2014
5,48,M,Asian/Pacific Islander,Suicide,2013
1,60,F,Black,Suicide,2014
1,64,M,Hispanic,Homicide,2012
3,81,M,White,Homicide,2013
1,82,F,Black,Suicide,2012
17,53,M,Black,Suicide,2014
49,23,M,White,Homicide,2014
20,32,F,White,Homicide,2014
78,20,M,Hispanic,Homicide,2013
2,27,F,Hispanic,Homicide,2013
2,66,M,Hispanic,Homicide,2012
4,57,M,Native American/Native Alaskan,Suicide,2012
6,49,M,Asian/Pacific Islander,Suicide,2013
1,74,M,Black,Suicide,2012
5,73,F,White,Homicide,2013
3,22,M,Black,Accidental,2013
1,29,F,Black,Accidental,2013
4,17,M,Black,Undetermined,2013
5,28,M,Native American/Native Alaskan,Suicide,2013
2,69,M,Native American/Native Alaskan,Suicide,2014
3,40,F,Asian/Pacific Islander,Suicide,2013
8,52,M,Black,Suicide,2014
3,56,F,Hispanic,Homicide,2012
1,81,F,Black,Suicide,2012
1,82,M,White,Homicide,2013
17,33,F,White,Homicide,2014
2,61,F,Black,Suicide,2014
80,21,M,Hispanic,Homicide,2013
4,30,F,Hispanic,Homicide,2013
2,71,F,Hispanic,Homicide,2014
8,67,M,Black,Suicide,2012
4,75,M,White,Homicide,2013
5,68,F,White,Homicide,2013
39,18,M,White,Homicide,2014
17,25,F,White,Homicide,2014
1,24,M,Black,Undetermined,2013
4,19,M,Black,Accidental,2013
1,28,F,Black,Accidental,2013
5,50,M,Native American/Native Alaskan,Suicide,2012
1,64,M,Black,Accidental,2012
3,22,F,Native American/Native Alaskan,Suicide,2013
1,72,M,Native American/Native Alaskan,Suicide,2014
1,81,M,Black,Undetermined,2014
5,58,M,Hispanic,Homicide,2012
1,35,F,Asian/Pacific Islander,Suicide,2013
10,55,M,Black,Suicide,2014
3,51,F,Hispanic,Homicide,2012
4,42,M,Asian/Pacific Islander,Suicide,2013
1,62,F,Black,Suicide,2014
91,22,M,Hispanic,Homicide,2013
8,29,F,Hispanic,Homicide,2013
10,68,M,Black,Suicide,2012
12,67,F,White,Homicide,2013
3,76,M,White,Homicide,2013
26,26,F,White,Homicide,2014
13,17,M,White,Homicide,2014
1,23,M,Black,Undetermined,2013
2,20,M,Black,Accidental,2013
1,66,M,Black,Accidental,2012
1,70,F,Black,Accidental,2014
3,51,M,Native American/Native Alaskan,Suicide,2012
1,60,M,Black,Undetermined,2012
5,30,M,Native American/Native Alaskan,Suicide,2013
1,21,F,Native American/Native Alaskan,Suicide,2013
1,71,M,Native American/Native Alaskan,Suicide,2014
3,50,F,Hispanic,Homicide,2012
2,43,M,Asian/Pacific Islander,Suicide,2013
5,59,M,Hispanic,Homicide,2012
1,34,F,Asian/Pacific Islander,Suicide,2013
14,54,M,Black,Suicide,2014
4,69,M,Black,Suicide,2012
5,70,F,White,Homicide,2013
2,77,M,White,Homicide,2013
1,65,F,Black,Suicide,2014
45,20,M,White,Homicide,2014
12,27,F,White,Homicide,2014
73,23,M,Hispanic,Homicide,2013
9,32,F,Hispanic,Homicide,2013
2,17,M,Black,Accidental,2013
1,26,F,Black,Accidental,2013
1,22,M,Black,Undetermined,2013
1,29,F,Black,Undetermined,2013
2,52,M,Native American/Native Alaskan,Suicide,2012
2,59,M,Black,Undetermined,2012
9,57,M,Black,Suicide,2014
8,31,M,Native American/Native Alaskan,Suicide,2013
3,53,F,Hispanic,Homicide,2012
5,33,F,Hispanic,Homicide,2013
3,44,M,Asian/Pacific Islander,Suicide,2013
3,60,M,Hispanic,Homicide,2012
7,70,M,Black,Suicide,2012
8,78,M,White,Homicide,2013
3,69,F,White,Homicide,2013
1,77,F,Black,Suicide,2012
1,66,F,Black,Suicide,2014
15,28,F,White,Homicide,2014
33,19,M,White,Homicide,2014
71,24,M,Hispanic,Homicide,2013
6,31,F,Hispanic,Homicide,2013
6,18,M,Black,Accidental,2013
1,25,F,Black,Accidental,2013
1,75,M,Black,Accidental,2014
2,53,M,Native American/Native Alaskan,Suicide,2012
4,33,M,Native American/Native Alaskan,Suicide,2013
1,21,M,Black,Undetermined,2013
1,51,F,Black,Undetermined,2012
2,32,M,Native American/Native Alaskan,Suicide,2013
5,61,M,Hispanic,Homicide,2012
1,73,M,Native American/Native Alaskan,Suicide,2014
3,45,M,Asian/Pacific Islander,Suicide,2013
12,56,M,Black,Suicide,2014
4,52,F,Hispanic,Homicide,2012
34,38,M,Hispanic,Homicide,2012
1,63,F,Asian/Pacific Islander,Suicide,2013
18,43,M,Black,Suicide,2014
1,41,M,Black,Undetermined,2012
6,54,M,Asian/Pacific Islander,Suicide,2013
1,47,F,Hispanic,Homicide,2012
1,34,F,Black,Suicide,2014
1,97,F,White,Homicide,2013
3,36,M,Black,Accidental,2012
5,46,M,Native American/Native Alaskan,Suicide,2012
2,9,M,Hispanic,Homicide,2013
1,2,F,Hispanic,Homicide,2013
6,25,M,Asian/Pacific Islander,Suicide,2012
1,95,M,Black,Suicide,2012
3,87,M,White,Homicide,2013
3,5,F,White,Homicide,2014
9,14,M,White,Homicide,2014
2,46,F,Hispanic,Homicide,2012
1,55,M,Asian/Pacific Islander,Suicide,2013
6,35,F,Black,Suicide,2014
26,39,M,Hispanic,Homicide,2012
14,42,M,Black,Suicide,2014
1,37,M,Black,Accidental,2012
1,47,M,Native American/Native Alaskan,Suicide,2012
3,16,M,Black,Accidental,2013
1,10,M,Hispanic,Homicide,2013
9,26,M,Asian/Pacific Islander,Suicide,2012
2,88,M,White,Homicide,2013
2,6,F,White,Homicide,2014
8,13,M,White,Homicide,2014
3,56,M,Asian/Pacific Islander,Suicide,2013
4,36,F,Black,Suicide,2014
27,40,M,Hispanic,Homicide,2012
13,45,M,Black,Suicide,2014
1,34,M,Black,Accidental,2012
1,43,F,Black,Accidental,2012
2,48,M,Native American/Native Alaskan,Suicide,2012
1,13,M,Black,Accidental,2013
2,6,F,Black,Accidental,2013
1,89,M,White,Homicide,2013
1,25,F,Asian/Pacific Islander,Accidental,2014
4,27,M,Asian/Pacific Islander,Suicide,2012
10,16,M,White,Homicide,2014
1,7,F,White,Homicide,2014
2,11,M,Hispanic,Homicide,2013
2,49,F,Hispanic,Homicide,2012
14,44,M,Black,Suicide,2014
1,48,F,Hispanic,Homicide,2012
1,37,F,Black,Suicide,2014
31,41,M,Hispanic,Homicide,2012
2,49,M,Native American/Native Alaskan,Suicide,2012
1,93,M,Native American/Native Alaskan,Suicide,2014
2,35,M,Black,Accidental,2012
3,57,M,Asian/Pacific Islander,Suicide,2013
6,14,M,Black,Accidental,2013
7,28,M,Asian/Pacific Islander,Suicide,2012
2,19,F,Asian/Pacific Islander,Suicide,2012
7,15,M,White,Homicide,2014
3,8,F,White,Homicide,2014
3,12,M,Hispanic,Homicide,2013
1,38,M,Native American/Native Alaskan,Accidental,2014
1,0,F,White,Homicide,2014
31,34,M,Hispanic,Homicide,2012
13,47,M,Black,Suicide,2014
3,43,F,Hispanic,Homicide,2012
2,50,M,Asian/Pacific Islander,Suicide,2013
2,38,F,Black,Suicide,2014
1,40,M,Black,Accidental,2012
3,16,M,Black,Undetermined,2013
1,11,M,Black,Accidental,2013
1,4,F,Black,Accidental,2013
1,24,M,Asian/Pacific Islander,Accidental,2014
2,42,M,Native American/Native Alaskan,Suicide,2012
4,13,M,Hispanic,Homicide,2013
5,29,M,Asian/Pacific Islander,Suicide,2012
1,22,F,Asian/Pacific Islander,Suicide,2012
2,91,M,Black,Suicide,2012
6,83,M,White,Homicide,2013
1,92,F,White,Homicide,2013
4,10,M,White,Homicide,2014
7,42,F,Hispanic,Homicide,2012
1,51,M,Asian/Pacific Islander,Suicide,2013
3,39,F,Black,Suicide,2014
31,35,M,Hispanic,Homicide,2012
1,58,F,Asian/Pacific Islander,Suicide,2013
9,46,M,Black,Suicide,2014
1,36,M,Black,Undetermined,2012
1,15,M,Black,Undetermined,2013
1,20,M,Asian/Pacific Islander,Undetermined,2014
1,23,M,Asian/Pacific Islander,Accidental,2014
2,43,M,Native American/Native Alaskan,Suicide,2012
6,14,M,Hispanic,Homicide,2013
4,5,F,Hispanic,Homicide,2013
1,92,M,Black,Suicide,2012
5,30,M,Asian/Pacific Islander,Suicide,2012
2,91,F,White,Homicide,2013
2,84,M,White,Homicide,2013
3,2,F,White,Homicide,2014
4,45,F,Hispanic,Homicide,2012
3,52,M,Asian/Pacific Islander,Suicide,2013
1,40,F,Black,Suicide,2014
31,36,M,Hispanic,Homicide,2012
1,47,F,Black,Accidental,2012
1,2,F,Black,Accidental,2013
1,5,F,Black,Undetermined,2013
3,44,M,Native American/Native Alaskan,Suicide,2012
1,93,M,Black,Suicide,2012
1,85,M,White,Homicide,2013
16,49,M,Black,Suicide,2014
3,31,M,Asian/Pacific Islander,Suicide,2012
2,24,F,Asian/Pacific Islander,Suicide,2012
4,12,M,White,Homicide,2014
1,3,F,White,Homicide,2014
12,15,M,Hispanic,Homicide,2013
2,8,F,Hispanic,Homicide,2013
25,37,M,Hispanic,Homicide,2012
5,33,M,Asian/Pacific Islander,Suicide,2012
4,53,M,Asian/Pacific Islander,Suicide,2013
13,48,M,Black,Suicide,2014
4,44,F,Hispanic,Homicide,2012
1,46,F,Black,Accidental,2012
1,39,M,Black,Accidental,2012
3,41,F,Black,Suicide,2014
1,15,F,Native American/Native Alaskan,Suicide,2013
1,10,M,Black,Accidental,2013
2,45,M,Native American/Native Alaskan,Suicide,2012
1,18,M,Asian/Pacific Islander,Undetermined,2014
2,32,M,Asian/Pacific Islander,Suicide,2012
1,23,F,Asian/Pacific Islander,Suicide,2012
6,11,M,White,Homicide,2014
2,4,F,White,Homicide,2014
33,16,M,Hispanic,Homicide,2013
1,7,F,Hispanic,Homicide,2013
1,37,F,Black,Accidental,2012
1,84,M,Native American/Native Alaskan,Suicide,2014
1,40,F,Black,Undetermined,2012
13,46,M,Hispanic,Homicide,2012
1,55,F,Asian/Pacific Islander,Suicide,2013
20,35,M,Black,Suicide,2014
5,39,F,Hispanic,Homicide,2012
2,62,M,Asian/Pacific Islander,Suicide,2013
1,42,F,Black,Suicide,2014
2,0,M,Hispanic,Homicide,2013
2,10,F,Hispanic,Homicide,2013
1,1,M,Hispanic,Homicide,2013
2,17,M,Asian/Pacific Islander,Suicide,2012
2,88,F,White,Homicide,2013
1,95,M,White,Homicide,2013
2,13,F,White,Homicide,2014
1,6,M,White,Homicide,2014
3,38,M,Native American/Native Alaskan,Suicide,2012
1,49,M,Black,Undetermined,2012
2,47,F,Native American/Native Alaskan,Suicide,2012
1,4,M,Black,Undetermined,2013
5,38,F,Hispanic,Homicide,2012
2,63,M,Asian/Pacific Islander,Suicide,2013
3,43,F,Black,Suicide,2014
16,47,M,Hispanic,Homicide,2012
23,34,M,Black,Suicide,2014
2,2,M,Hispanic,Homicide,2013
1,91,M,Hispanic,Homicide,2014
2,18,M,Asian/Pacific Islander,Suicide,2012
1,88,M,Black,Suicide,2012
2,87,F,White,Homicide,2013
1,25,F,Asian/Pacific Islander,Suicide,2012
6,14,F,White,Homicide,2014
1,5,M,White,Homicide,2014
6,39,M,Native American/Native Alaskan,Suicide,2012
1,42,M,Black,Accidental,2012
1,49,F,Native American/Native Alaskan,Suicide,2012
2,41,F,Hispanic,Homicide,2012
1,35,F,Black,Accidental,2012
1,57,F,Asian/Pacific Islander,Suicide,2013
2,64,M,Asian/Pacific Islander,Suicide,2013
4,44,F,Black,Suicide,2014
10,48,M,Hispanic,Homicide,2012
23,37,M,Black,Suicide,2014
3,19,M,Asian/Pacific Islander,Suicide,2012
5,15,F,White,Homicide,2014
1,8,M,White,Homicide,2014
2,3,M,Hispanic,Homicide,2013
1,12,F,Hispanic,Homicide,2013
1,35,F,Native American/Native Alaskan,Undetermined,2014
4,65,M,Asian/Pacific Islander,Suicide,2013
2,40,M,Native American/Native Alaskan,Suicide,2012
1,89,M,Black,Suicide,2012
1,90,F,White,Homicide,2013
1,39,F,Black,Undetermined,2012
1,85,M,Native American/Native Alaskan,Suicide,2014
2,43,M,Black,Accidental,2012
23,36,M,Black,Suicide,2014
6,40,F,Hispanic,Homicide,2012
2,45,F,Black,Suicide,2014
6,20,M,Asian/Pacific Islander,Suicide,2012
